Observation,Slice#,Num Data,Date,Min Long,Max Long,Mean Long,Min Inertial Long,Max Inertial Long,Mean Inertial Long,Min Long of Pericenter,Max Long of Pericenter,Mean Long of Pericenter,Min True Anomaly,Max True Anomaly,Mean True Anomaly,Min Radial Res,Max Radial Res,Mean Radial Res,Min Angular Res,Max Angular Res,Mean Angular Res,Min Phase,Max Phase,Mean Phase,Min Emission,Max Emission,Mean Emission,Incidence,% Coverage,EW Median,EW Mean,EW Std,Normal EW Median,Normal EW Mean,Normal EW Std,Pandora Closest Distance,Pandora Closest Long,Pandora Closest Inertial Long,Pandora Closest True Anomaly,Pandora Distance,Pandora Long,Pandora Earliest Distance,Pandora Earliest Long,Pandora Latest Distance,Pandora Latest Long,Prometheus Closest Distance,Prometheus Closest Long,Prometheus Closest Inertial Long,Prometheus Closest True Anomaly,Prometheus Distance,Prometheus Long,Prometheus Earliest Distance,Prometheus Earliest Long,Prometheus Latest Distance,Prometheus Latest Long
ISS_174RF_FRSTRCHAN001_PRIME_1,0,8977,2012-11-08T21:59:57,0.0,359.98,200.13,316.81,322.47,320.744,103.0,103.81,103.411,213.105,219.418,217.334,7.4197116,7.946328,7.6617928,0.0,0.0,0.0,150.42447,156.162,153.24744,121.0525,123.744606,122.498184,73.54504831,49.87,7.50425316,7.83792752,1.46965933,4.00399795,4.20553413,0.76674157,878.896,2.639,-146.81,108.713,1686.268,6.74,1087.072,7.88,1967.82,4.193,297.321,151.888,133.29,29.877,--,--,835.262,151.157,801.379,152.331
ISS_174RF_FRSTRCHAN001_PRIME_2,0,8985,2012-11-09T05:18:21,0.0,359.98,199.91,133.89,139.645,136.29,103.822,104.631,104.224,29.629,35.823,32.066,6.4428396,7.2859817,6.800552,0.0,0.0,0.0,143.81628,149.51744,146.55724,119.1272,121.81354,120.56555,73.54318713,49.92,5.56189837,5.84616028,1.21115938,2.80256094,2.96812263,0.598432,878.898,2.642,-147.05,108.474,1342.829,3.26,1948.802,4.141,977.97,2.294,297.346,155.168,135.205,30.128,--,--,828.157,152.349,901.004,154.355
ISS_174RI_SPOKEMOV001_PRIME,0,17547,2012-11-02T19:58:21,0.0,359.98,181.62,57.485,105.885,83.712,86.57,90.077,88.904,8.773,335.006,149.727,151.95348,165.06659,159.44014,0.0,0.0,0.0,98.51032,104.230255,102.02736,127.401726,129.37733,128.10072,73.60604012,97.48,1.23603056,1.31814215,0.33890964,0.7615968,0.81315948,0.20859215,875.705,60.602,-163.142,109.43,1942.523,56.28,2108.466,63.014,2072.557,50.963,296.617,119.11,116.746,29.961,358.712,125.48,463.011,118.804,300.98,125.627
ISS_174RI_SPOKEMOV002_PRIME,0,17975,2012-11-05T10:47:25,0.0,359.98,180.04,98.765,107.375,103.063,93.639,95.292,94.475,3.713,13.673,8.588,124.2461,138.33453,130.43658,0.0,0.0,0.0,110.12398,113.58363,111.84318,128.50891,129.05482,128.78526,73.58369426,99.86,1.42241492,1.52380196,0.39359054,0.89102183,0.95453326,0.2465408,877.189,37.42,-156.838,108.915,1557.201,38.26,1875.378,38.75,1959.188,33.15,296.759,135.5,125.127,30.027,347.166,135.34,448.63,132.435,434.938,135.702
ISS_174RI_SPOKEMOV004_PRIME,0,15530,2012-11-07T23:09:17,0.0,359.98,187.13,100.015,169.04,120.29,100.43,101.553,100.926,0.002,359.982,21.149,87.80473,150.9529,96.177605,0.0,0.0,0.0,127.698395,132.20514,129.72693,125.03404,127.60181,126.7825,73.55633743,86.28,2.36289172,2.52735697,0.59670605,1.41254616,1.51318193,0.35840093,878.926,14.234,-150.215,108.719,1527.876,15.04,1921.8,15.668,1628.818,12.671,297.174,148.61,131.674,29.923,--,--,692.93,145.704,441.788,148.331
ISS_176RF_FMOVIE001_PRIME,0,15762,2012-12-06T18:33:01,0.0,359.98,182.27,0.0,359.995,118.261,178.22,179.889,179.042,176.035,191.681,183.626,8.231553,9.425564,8.839818,0.0,0.0,0.0,103.37802,111.67881,107.353325,146.12732,148.36385,147.34033,73.22226133,87.57,1.01901215,1.10995043,0.36377136,0.85765317,0.93472686,0.30740056,896.55,107.552,-74.587,105.922,1229.158,106.74,1511.386,112.021,1435.347,106.372,302.381,299.407,-151.083,30.671,1006.259,300.0,305.073,299.375,303.803,302.663
ISS_177RF_FMOVIE001_PRIME_1,0,7279,2012-12-18T20:33:33,0.0,359.98,73.38,237.055,241.615,239.987,210.849,211.504,211.179,25.551,30.701,28.808,9.538636,9.729951,9.631253,0.0,0.0,0.0,93.81783,96.50203,95.16114,135.55908,136.70581,136.1401,73.08681601,40.44,1.06324854,1.13498729,0.30500236,0.7661505,0.81836282,0.22061675,905.903,357.376,-43.405,104.711,--,--,1952.001,0.69,1396.405,358.047,304.472,4.979,-117.439,31.056,305.281,4.96,1268.31,3.565,304.481,4.977
ISS_177RF_FMOVIE001_PRIME_2,0,7242,2012-12-19T02:29:49,0.0,359.98,72.84,20.925,25.0,23.385,211.518,212.171,211.846,168.754,173.471,171.539,9.728523,10.032331,9.881216,0.0,0.0,0.0,89.2124,92.20657,90.66387,139.67523,141.3828,140.50902,73.08630497,40.23,0.90437204,0.9711272,0.27673153,0.69683515,0.74943124,0.21451552,905.902,357.375,-43.298,104.817,--,--,1368.776,358.019,1205.68,356.624,304.513,8.258,-115.578,31.253,1263.258,5.88,304.971,4.992,1279.413,5.913
ISS_177RF_FRSTRCHAN001_PRIME_1,0,8656,2012-12-25T02:34:37,0.0,359.98,208.72,180.73,194.135,190.389,227.728,228.476,228.116,312.254,326.407,322.274,5.7965064,10.681469,6.193674,0.0,0.0,0.0,16.325441,21.399899,18.97744,75.7644,81.6374,78.85656,73.01643283,48.09,2.98954807,2.99190669,0.75956703,0.54270066,0.56932726,0.14627952,909.773,299.39,-26.908,104.159,--,--,1648.719,303.556,1561.746,300.247,304.954,37.758,-100.704,31.162,662.929,37.22,824.169,37.032,693.451,38.128
ISS_177RF_FRSTRCHAN001_PRIME_2,0,5583,2012-12-25T09:20:29,0.0,359.98,161.86,0.015,359.995,350.312,228.487,228.934,228.724,116.801,135.374,127.908,6.336169,16.550337,7.137301,0.0,0.0,0.0,9.754965,13.515151,11.771193,81.4745,84.341255,83.00716,73.01515412,31.02,5.02609269,5.20442268,1.32963541,0.59591515,0.62621805,0.15533632,909.774,299.391,-26.961,104.106,--,--,1536.097,300.216,909.771,299.389,305.048,41.036,-99.006,31.196,900.861,38.26,717.026,38.143,1377.999,39.027
ISS_177RI_SPOKEMOV001_PRIME,0,15995,2012-12-19T19:33:17,0.0,359.98,173.8,99.49,145.31,111.924,213.436,214.808,214.026,246.006,291.874,257.899,92.04292,121.25381,97.326805,0.0,0.0,0.0,94.82218,101.83739,97.854324,136.66621,139.70624,138.86742,73.07531617,88.86,1.05895246,1.12438143,0.29783004,0.79879912,0.84659101,0.22373979,906.157,351.575,-41.544,104.866,--,--,997.967,351.837,1625.178,346.717,304.492,11.535,-114.043,31.126,1206.537,10.24,556.132,8.54,306.705,11.506
ISS_178RI_EGAPMOVMP001_PRIME,0,1805,2012-12-30T13:32:13,72.86,331.34,207.82,39.915,44.315,42.047,242.461,243.674,243.041,157.454,160.641,159.006,10.049492,10.18198,10.122442,0.0,0.0,0.0,70.973595,74.840675,72.81622,127.57801,130.18692,128.83348,72.95448057,10.03,0.99350826,1.02194925,0.25147842,0.62113305,0.64091775,0.15909588,913.903,252.997,-13.331,104.094,--,--,962.617,253.193,1845.816,248.51,306.104,67.261,-85.504,31.395,--,--,1244.823,65.894,1143.902,67.996
ISS_178RI_SPOKEMOV001_PRIME,0,14233,2013-01-02T11:35:25,0.0,359.98,167.82,119.725,158.285,132.735,250.344,251.564,250.893,229.381,267.941,241.842,90.81138,114.30919,97.93127,0.0,0.0,0.0,100.09155,107.80132,103.58109,137.66391,139.63347,139.05984,72.92053377,79.07,1.08818956,1.15170063,0.3103655,0.82230291,0.86994193,0.23452906,916.583,224.006,-5.418,103.485,--,--,2032.356,225.924,1580.503,222.518,306.4,83.651,-77.069,31.515,1342.76,82.0,1171.815,81.141,388.347,83.81
ISS_179RF_FMOVIE001_PRIME,0,17938,2013-01-13T18:33:33,0.0,359.98,179.97,258.4,261.335,259.878,280.83,282.49,281.66,336.137,340.326,338.218,9.499176,10.25125,9.851367,0.0,0.0,0.0,87.332825,93.61426,90.42876,133.78603,136.84299,135.33899,72.7895668,99.66,1.02097553,1.07988119,0.26384397,0.72835353,0.76753674,0.18549304,924.056,119.624,24.436,102.65,1811.837,120.86,2020.848,122.525,1978.217,116.957,308.003,142.655,-46.698,31.953,517.84,142.28,1044.433,141.631,1049.688,144.901
ISS_179RF_FRINGPHOT001_VIMS,0,4080,2013-01-17T23:20:29,76.42,166.56,123.22,147.38,156.54,151.795,292.169,292.613,292.383,215.211,223.936,219.412,3.7163885,4.112118,3.9219794,0.0,0.0,0.0,151.91298,160.86594,156.1248,116.809944,123.91072,120.62839,72.74964398,22.67,10.41877872,10.81372145,2.57208712,5.32923443,5.46497489,1.13715998,927.424,79.028,36.176,102.453,--,--,1014.572,84.483,1826.092,82.708,308.602,165.6,-35.273,31.739,--,--,1378.337,163.707,761.264,164.946
ISS_179RI_SPOKEMOV001_PRIME,0,15666,2013-01-16T03:13:33,0.0,359.98,180.64,120.71,151.95,135.501,287.206,288.607,287.862,193.504,224.744,207.638,80.009895,102.193306,87.23088,0.0,0.0,0.0,104.78953,115.00646,109.41491,138.59177,140.21703,139.65819,72.76637166,87.03,1.13523762,1.18790391,0.26682455,0.86490368,0.90514398,0.20188948,925.965,96.427,31.103,102.496,1577.513,100.72,1247.364,101.406,925.968,96.424,308.225,155.767,-40.096,31.904,1373.826,153.94,1373.826,153.945,1197.299,156.569
ISS_180RF_FMOVIE001_PRIME,0,15048,2013-01-27T17:43:25,0.0,359.98,195.74,331.08,335.18,333.23,318.539,319.923,319.231,11.261,16.576,13.998,10.650917,11.657373,11.164731,0.0,0.0,0.0,90.55701,96.79743,93.62282,139.9578,142.78957,141.39201,72.63550749,83.6,0.92000726,0.96996647,0.22807956,0.71832249,0.75796561,0.1783904,932.729,352.043,60.847,101.551,--,--,2018.611,353.967,1871.001,349.766,310.627,218.049,-8.079,32.323,706.157,217.44,1193.571,215.569,665.275,218.398
ISS_180RF_HIRESFRNG001_PRIME,0,4197,2013-02-01T15:06:37,233.08,321.64,276.57,192.92,197.085,194.966,331.747,332.166,331.96,221.169,224.925,223.006,2.8328922,3.1786208,3.0012445,0.0,0.0,0.0,50.883926,66.65462,58.361908,22.25743,28.135237,24.703655,72.58488168,23.32,0.6300436,0.65232517,0.10705289,0.5709631,0.59208767,0.09560305,935.87,305.646,74.258,101.322,--,--,1675.422,309.72,2024.572,307.632,311.533,244.273,5.206,32.306,--,--,1027.121,241.61,1339.614,242.622
ISS_180RI_RCASOCC001_VIMS,0,2109,2013-01-30T09:59:57,293.68,342.18,319.29,4.44,28.985,16.867,325.77,326.095,325.925,38.669,62.903,50.943,6.264748,6.3294187,6.3059435,0.0,0.0,0.0,130.74106,131.10075,130.91554,145.84984,146.16919,146.05142,72.61141109,11.72,1.67912928,1.78547781,0.4111016,1.39276521,1.48106923,0.34053496,934.043,328.843,67.726,101.61,--,--,1329.275,329.446,935.658,328.883,311.209,231.16,-1.667,32.085,--,--,963.214,230.247,396.679,230.95
ISS_180RI_RLYROCC001_VIMS,0,652,2013-01-26T18:44:13,151.26,164.28,157.77,224.51,232.905,230.014,315.953,315.975,315.97,268.535,276.952,274.044,10.118803,10.519849,10.238396,0.0,0.0,0.0,83.61784,83.89842,83.81125,130.47719,130.89618,130.75882,72.65218987,3.62,1.41718657,1.39551894,0.2279202,0.92499357,0.91111635,0.14901663,932.593,357.842,59.2,101.61,--,--,949.249,3.502,962.268,3.452,310.525,211.492,-11.665,32.065,--,--,647.633,210.971,607.213,211.019
ISS_180RI_SPOKEMOV001_PRIME,0,7177,2013-01-28T17:14:05,0.0,359.98,226.01,117.2,157.5,125.18,321.186,321.695,321.374,156.014,196.314,163.807,103.38702,123.783966,108.337364,0.0,0.0,0.0,95.34546,98.09428,96.61375,136.5711,138.31725,137.74777,72.62954985,39.87,0.91270984,0.98022585,0.24287566,0.67573666,0.72500486,0.17718527,933.263,340.443,64.246,101.54,--,--,1057.614,345.81,1960.248,343.621,310.782,221.327,-6.463,32.277,--,--,331.441,221.232,881.846,221.822
ISS_180RI_SPOKEMOV002_PRIME,0,9631,2013-01-29T17:23:41,0.0,359.98,117.24,125.175,152.235,134.097,323.902,324.736,324.269,161.273,188.333,169.828,76.68774,93.655846,81.032585,0.0,0.0,0.0,109.13476,115.48814,111.96706,138.86534,140.48607,139.9248,72.61686938,53.51,1.18960686,1.26589356,0.31337643,0.90990998,0.96858184,0.23956761,933.622,334.643,66.053,101.642,--,--,1660.788,335.645,1291.47,333.743,310.938,227.883,-3.121,32.293,--,--,1293.135,226.384,394.973,228.044
ISS_181RF_FMOVIE001_PRIME,0,17990,2013-02-09T18:25:33,0.0,359.98,180.01,267.69,270.81,269.228,353.722,355.389,354.559,272.456,276.917,274.669,9.219322,10.140054,9.655869,0.0,0.0,0.0,90.82574,97.56108,94.149055,136.20964,139.1191,137.70355,72.4883592,99.94,0.97092774,1.05009189,0.30171314,0.71847209,0.77704741,0.22580669,940.184,230.254,95.794,100.693,2043.228,232.74,1295.546,235.146,1224.352,229.489,312.545,286.89,27.145,32.626,1083.035,285.78,1370.348,285.057,1369.142,288.344
ISS_181RF_FRINGPHOT001_VIMS,0,5938,2013-02-13T14:14:21,36.58,155.32,95.95,147.145,158.96,152.583,4.052,4.633,4.339,143.087,154.335,148.244,3.5631847,4.090131,3.8174372,0.0,0.0,0.0,151.95752,163.77673,157.67995,113.79813,123.57413,118.97335,72.45250301,32.99,11.28662886,11.5068527,3.31888694,5.36187443,5.4586169,1.25997067,941.893,195.454,105.91,100.579,--,--,1495.791,199.938,1957.152,197.125,313.835,306.561,37.173,32.677,--,--,898.499,305.731,382.543,306.709
ISS_181RF_FRINGPHOT002_VIMS,0,3230,2013-02-14T00:09:01,78.78,143.36,111.07,15.535,25.02,20.299,5.168,5.461,5.325,10.301,19.559,14.974,2.9567585,6.545725,3.215243,0.0,0.0,0.0,146.94185,156.39223,151.46407,93.43142,101.83554,97.42058,72.44949593,17.94,28.07134246,29.0471358,6.08202105,3.29293988,3.52669851,0.96100948,941.891,195.455,105.776,100.446,--,--,1039.041,195.737,1005.334,195.166,313.871,309.839,38.79,32.631,--,--,1278.527,307.499,1307.196,308.29
ISS_181RI_SPOKEMOV001_PRIME,0,6739,2013-02-11T17:03:25,36.16,171.9,104.05,119.165,151.025,127.791,358.968,359.481,359.175,120.197,152.057,128.616,85.205215,102.887,89.588196,0.0,0.0,0.0,103.88298,107.30724,105.45929,138.56526,140.23473,139.87132,72.4740867,37.44,1.04967685,1.12795517,0.30188545,0.8020161,0.8622983,0.23075806,940.833,212.854,100.838,100.623,--,--,1559.428,217.197,1993.706,214.68,313.49,296.724,31.943,32.436,--,--,1079.658,295.638,315.965,296.694
ISS_183RF_FMOVIE001_PRIME_1,0,7341,2013-03-04T22:20:13,172.64,319.7,246.17,41.99,48.2,43.396,56.269,56.922,56.587,345.093,351.931,346.81,9.028205,9.494702,9.158726,0.0,0.0,0.0,68.72583,71.65326,70.200226,128.76418,131.20462,130.0549,72.24007351,40.78,0.85287499,0.88200825,0.18187345,0.54791662,0.56762383,0.11764969,949.727,21.47,155.644,99.164,--,--,1106.788,21.831,1528.069,20.082,317.184,51.467,90.758,33.048,--,--,488.419,48.423,1363.064,49.653
ISS_183RF_FMOVIE001_PRIME_2,0,7255,2013-03-05T04:20:13,172.62,317.9,245.25,187.62,192.09,190.719,56.942,57.598,57.274,130.022,135.125,133.445,11.675706,12.087328,11.85992,0.0,0.0,0.0,77.63863,80.54489,79.100044,129.20105,130.99559,130.11127,72.23558738,40.31,0.88715756,0.92375412,0.19589971,0.57158082,0.59510737,0.12615189,949.956,15.673,157.212,99.027,--,--,1569.814,19.987,1796.796,16.924,317.184,51.467,90.758,33.048,--,--,1354.591,49.713,364.246,51.317
ISS_183RI_SPOKEMOV001_PRIME,0,15073,2013-03-06T22:18:37,0.0,359.98,187.26,260.405,296.08,284.815,61.665,62.987,62.369,197.446,233.093,222.446,69.644615,76.22473,72.698265,0.0,0.0,0.0,104.80483,113.83578,109.465004,145.14442,148.62369,147.14099,72.21257526,83.74,1.06474185,1.13614968,0.27084983,0.89684029,0.95418657,0.22713974,950.618,358.28,162.074,98.775,1791.301,2.0,969.364,3.929,1272.89,358.816,317.802,61.3,95.769,33.07,1368.675,59.4,1222.128,58.865,596.904,61.606
ISS_184RF_FMOVIE001_PRIME,0,7090,2013-03-18T20:15:25,0.0,359.98,278.75,268.265,272.14,270.242,93.837,94.48,94.159,173.785,178.27,176.083,7.440614,7.692306,7.570558,0.0,0.0,0.0,104.28167,108.375984,106.30656,144.8172,145.86829,145.36786,72.08515628,39.39,0.95350889,1.03217435,0.29374747,0.78538921,0.84923432,0.2411359,955.615,253.915,-168.189,97.824,--,--,1035.748,254.174,1626.412,252.294,319.768,123.577,127.752,33.457,--,--,924.889,122.704,441.886,123.775
ISS_184RF_FMOVIE002_PRIME,0,13833,2013-03-27T13:23:41,0.0,359.98,199.28,5.93,11.44,9.849,117.367,118.627,118.003,247.303,254.048,251.846,9.6903715,10.294027,9.893771,0.0,0.0,0.0,55.682934,61.358875,58.466087,119.286896,123.87068,121.54012,71.99010974,76.85,1.06661811,1.16945485,0.36069399,0.55929405,0.60966442,0.1805049,958.927,172.753,-145.328,96.817,1333.844,171.78,1613.977,173.691,2001.951,169.728,320.717,169.464,151.166,33.59,1210.272,170.28,474.014,169.154,1195.813,171.433
ISS_184RI_SPOKEMOV002_PRIME,0,7127,2013-03-18T15:13:33,0.0,359.98,77.82,243.905,282.165,268.78,93.271,93.756,93.54,150.149,188.894,175.239,76.55938,80.73105,77.73374,0.0,0.0,0.0,100.81181,103.81022,102.461555,142.59576,145.41545,144.37534,72.08810272,39.59,1.01741632,1.10504271,0.32046813,0.82663158,0.89859898,0.26243133,955.616,253.915,-168.135,97.877,--,--,1962.822,255.658,1139.269,254.307,319.767,123.577,127.806,33.511,1267.371,121.22,1233.753,121.161,1077.124,122.482
ISS_185RI_RHYAOCC001_VIMS_1,0,318,2013-04-04T07:59:25,267.92,274.26,271.09,52.63,55.76,53.786,138.361,138.377,138.367,274.257,277.399,275.419,10.562371,10.669099,10.59759,0.0,0.0,0.0,17.171526,17.448896,17.366812,60.47576,60.5999,60.52453,71.91215273,1.77,1.21334754,1.2299898,0.16386933,0.59741485,0.60524564,0.08081334,962.759,97.4,-124.239,95.744,--,--,970.8,103.097,976.82,103.065,322.277,212.072,173.016,33.822,--,--,1364.512,210.126,1363.883,210.168
ISS_185RI_RHYAOCC001_VIMS_2,0,294,2013-04-04T13:25:17,42.64,48.54,45.6,319.14,321.76,320.954,138.972,138.987,138.982,180.153,182.775,181.972,5.570759,5.760388,5.63644,0.0,0.0,0.0,17.164354,17.38562,17.235323,60.53246,60.730988,60.636433,71.90699749,1.63,1.37833949,1.39908465,0.30840855,0.6749062,0.68604236,0.15137939,962.76,97.397,-123.892,96.09,--,--,1893.859,100.747,1912.243,100.669,322.277,212.074,173.368,34.172,--,--,494.472,211.737,473.155,211.765
ISS_189RF_FMOVIE001_PRIME,0,17756,2013-05-06T12:10:05,0.0,359.98,181.08,238.625,243.75,240.146,225.238,226.864,226.047,11.791,18.367,14.099,9.500394,12.676282,10.762386,0.0,0.0,0.0,52.63712,60.738384,56.657253,113.706856,120.48845,117.08054,71.55824127,98.64,1.43940777,1.61587274,0.72832105,0.6581835,0.7296228,0.31769121,981.453,167.619,-42.278,92.462,1431.145,162.52,982.864,167.657,1016.519,162.0,328.599,22.511,-99.687,34.646,357.437,22.38,866.225,21.707,939.276,24.885
ISS_191RF_FMOVIE002_PRIME,0,17219,2013-05-27T09:05:33,0.0,359.98,178.11,263.21,267.05,265.023,281.599,283.191,282.389,340.118,345.451,342.634,7.9023004,8.714614,8.25709,0.0,0.0,0.0,84.380035,94.03475,89.12058,138.1009,143.55678,140.89323,71.33788599,95.66,0.9597101,1.10955337,0.47419781,0.74800637,0.86086897,0.36941981,996.595,330.604,13.319,90.094,1749.042,331.8,1016.871,336.235,1000.228,330.665,332.827,133.958,-42.372,35.419,540.681,133.56,1184.183,132.643,1271.472,135.716
ISS_191RI_RCASOCCB001_VIMS,0,310,2013-05-29T18:03:09,290.9,297.16,294.05,287.65,290.735,289.834,288.008,288.022,288.018,0.008,359.988,23.881,6.7109404,6.7901964,6.733641,0.0,0.0,0.0,130.22105,130.37965,130.3267,145.80756,146.17195,146.04245,71.31946048,1.72,1.5816705,1.60004097,0.1424479,1.31371031,1.32711867,0.11770049,997.777,313.222,18.273,89.934,--,--,1324.938,313.792,1299.48,313.763,333.331,147.07,-35.527,35.612,--,--,1352.027,145.057,1353.564,145.098
ISS_193RF_FMOVIE001_PRIME_1,0,9783,2013-06-19T22:58:37,118.08,313.8,215.93,42.54,47.925,44.038,345.267,346.149,345.702,56.556,62.658,58.336,8.217124,8.687032,8.37485,0.0,0.0,0.0,69.54281,74.55601,72.0526,131.53119,135.62367,133.6355,71.09778927,54.35,0.90184698,0.95483683,0.28926558,0.6206989,0.65840455,0.19999915,1012.308,116.242,74.309,88.004,--,--,1862.735,119.548,1087.987,116.509,337.623,258.509,21.376,35.976,--,--,400.318,258.322,1325.745,259.617
ISS_193RF_FMOVIE001_PRIME_2,0,9751,2013-06-20T06:57:01,118.4,313.46,215.93,236.15,241.19,239.508,346.163,347.046,346.609,249.104,255.003,252.899,8.028353,8.13464,8.084351,0.0,0.0,0.0,83.54698,88.742905,86.15536,136.1953,139.2409,137.75525,71.0914951,54.17,0.98880012,1.04818173,0.32811874,0.72946437,0.77564843,0.24340922,1012.308,116.244,74.069,87.765,--,--,1076.041,116.488,1931.057,113.367,337.52,261.788,23.29,36.226,--,--,1332.696,259.65,338.492,261.767
ISS_194RF_FMOVIE001_PRIME_1,0,9716,2013-07-02T02:38:53,118.06,312.64,215.37,275.55,279.39,277.006,18.082,18.969,18.523,256.774,261.308,258.483,8.711221,9.461143,9.054204,0.0,0.0,0.0,81.46022,86.82729,84.13532,137.38524,140.81563,139.10632,70.96921747,53.98,1.02056172,1.06670102,0.33564199,0.76774782,0.80567331,0.2533739,1020.144,6.184,105.502,86.804,--,--,1793.82,7.528,1237.35,5.475,339.659,324.061,55.297,36.637,--,--,1129.998,322.833,644.879,324.392
ISS_194RF_FMOVIE001_PRIME_2,0,9746,2013-07-02T10:36:45,117.68,312.62,215.15,108.29,112.495,109.768,18.978,19.864,19.418,88.566,93.517,90.35,10.671611,11.923176,11.25775,0.0,0.0,0.0,76.9333,81.78164,79.32495,133.89517,137.18147,135.54964,70.96919907,54.14,0.94662994,0.9872319,0.30860414,0.67228369,0.70417996,0.22018588,1020.248,0.393,107.022,86.62,--,--,1252.162,5.44,1680.657,1.478,339.532,327.337,56.587,36.266,--,--,662.487,324.403,920.659,326.445
ISS_194RI_MUCEPOCC001_VIMS,0,457,2013-07-03T17:29:01,89.16,98.38,93.8,284.16,287.21,286.359,22.452,22.481,22.47,261.679,264.751,263.888,7.1980205,7.2097893,7.2040095,0.0,0.0,0.0,109.69479,109.95414,109.84008,149.747,150.0404,149.96037,70.95616162,2.54,0.89269691,0.89956438,0.11442778,0.77309421,0.77870724,0.09884873,1021.077,348.809,110.275,86.464,--,--,1353.085,353.62,1403.554,353.5,339.582,333.893,60.199,36.551,--,--,938.188,331.151,993.599,331.197
ISS_196RF_FMOVIE003_PRIME,0,17994,2013-08-20T21:55:41,0.0,359.98,179.97,237.4,241.19,239.456,152.563,154.22,153.394,83.261,88.574,86.062,9.05703,10.37078,9.519686,0.0,0.0,0.0,58.616646,69.63074,64.250404,116.8634,124.67279,120.92303,70.46120992,99.97,1.35875232,1.47908483,0.60315934,0.68284135,0.75524251,0.3124124,1044.314,268.651,-124.636,81.982,1045.973,268.6,1933.613,270.85,1936.352,265.295,349.229,229.562,-168.575,38.066,520.556,229.8,1332.74,227.692,1334.659,230.951
ISS_196RF_FMOVIE004_PRIME,0,17980,2013-08-24T10:02:37,0.0,359.98,179.97,277.44,280.675,279.059,162.028,163.696,162.857,114.004,118.34,116.202,10.874667,11.367328,11.093482,0.0,0.0,0.0,108.600685,115.05646,111.84261,143.19888,143.5141,143.38123,70.42594371,99.89,1.26961372,1.38350707,0.5756886,1.01882978,1.11041113,0.46209683,1045.928,233.909,-114.812,81.577,1122.507,239.32,1090.492,239.433,1068.493,233.728,350.177,249.227,-158.904,37.761,753.67,246.34,729.957,246.334,741.45,249.62
ISS_196RF_FMOVIE005_PRIME,0,17989,2013-08-26T09:47:41,0.0,359.98,180.0,282.49,288.255,286.623,167.4,169.066,168.229,113.966,120.662,118.394,12.429727,13.419891,12.902396,0.0,0.0,0.0,128.11348,133.58563,130.84998,138.37102,140.74387,139.58092,70.40573876,99.94,2.1690917,2.35145491,1.04963778,1.64843377,1.78614317,0.78288059,1046.412,216.54,-110.06,81.216,1135.911,216.12,1417.535,221.212,1355.826,215.576,350.588,259.061,-153.621,38.054,757.091,259.46,1306.279,256.85,1308.232,260.136
ISS_196RF_FMOVIE006_PRIME,0,17624,2013-08-28T09:38:05,0.0,359.98,181.16,296.115,303.305,301.079,172.782,174.387,173.591,121.728,130.523,127.487,13.974835,16.007837,14.73539,0.0,0.0,0.0,145.29483,150.18694,147.76195,129.41565,132.78722,131.14673,70.38671283,97.91,5.40165923,5.71641883,1.9856819,3.53500949,3.75129049,1.27049301,1047.414,199.171,-105.173,80.988,1146.955,198.72,1815.278,202.573,1683.821,197.291,350.887,268.895,-148.609,38.077,789.385,269.3,1049.368,267.786,1142.654,270.894
ISS_196RI_BETANDOCC001_VIMS,0,642,2013-08-29T06:11:09,49.84,62.76,56.28,23.6,29.26,25.646,175.095,175.14,175.108,208.505,214.165,210.538,15.743692,16.24793,15.938674,0.0,0.0,0.0,149.51291,149.85922,149.77585,131.38666,131.57504,131.44443,70.38606305,3.57,5.59688202,5.52505494,0.43526908,3.70419191,3.65700822,0.28832733,1047.665,193.381,-103.571,80.885,--,--,1528.67,194.215,1455.31,194.106,350.998,275.451,-145.079,38.281,--,--,399.629,272.306,441.926,272.353
ISS_197RF_FMOVIE002_PRIME,0,10643,2013-09-15T08:13:17,27.44,290.26,181.15,267.385,272.76,269.012,221.229,222.824,222.289,44.642,51.216,46.723,9.627328,9.95324,9.820272,0.0,0.0,0.0,90.44224,99.115814,96.29453,136.70831,139.7834,138.86902,70.20886193,59.13,1.02644242,1.20807152,0.58857748,0.77222623,0.90987018,0.44477651,1055.691,37.065,-59.369,79.058,1630.759,32.28,1362.202,37.661,1534.085,32.121,354.159,3.948,-99.76,38.7,--,--,652.414,3.408,770.749,6.526
ISS_197RF_FMOVIE007_PRIME,0,13797,2013-09-07T08:26:05,0.0,359.98,209.99,252.95,257.625,254.573,199.65,200.916,200.277,52.184,57.975,54.296,9.183665,11.619886,10.219853,0.0,0.0,0.0,104.98635,113.717384,109.474335,48.23601,54.425865,51.341034,70.28901193,76.65,1.78542453,1.92961327,0.77962872,1.10044245,1.20174561,0.49344065,1051.954,106.537,-79.163,79.722,--,--,1212.383,111.727,1165.588,106.872,352.924,321.337,-121.801,38.278,--,--,585.689,320.888,1241.639,323.107
